[Tue Feb 16 17:06:03.423764 2016] [:error] [pid 5959] [client 127.0.0.1:53132] XDebug could not open the remote debug file '/tmp/xdebug.log'.
[Tue Feb 16 17:06:03.542354 2016] [:error] [pid 5959] [client 127.0.0.1:53132] XDebug could not open the remote debug file '/tmp/xdebug.log'.
[Tue Feb 16 17:06:03.542834 2016] [:error] [pid 5959] [client 127.0.0.1:53132] XDebug could not open the remote debug file '/tmp/xdebug.log'.
[Tue Feb 16 17:06:03.542964 2016] [:error] [pid 5959] [client 127.0.0.1:53132] XDebug could not open the remote debug file '/tmp/xdebug.log'.
[Tue Feb 16 17:06:03.543023 2016] [:error] [pid 5959] [client 127.0.0.1:53132] XDebug could not open the remote debug file '/tmp/xdebug.log'.
[Tue Feb 16 17:06:03.676494 2016] [:error] [pid 5962] [client 127.0.0.1:53139] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/
[Tue Feb 16 17:51:55.331013 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/
[Tue Feb 16 17:51:55.331069 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/
[Tue Feb 16 17:51:55.575432 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.601016 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.601135 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.601201 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.702559 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.715943 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.716262 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:55.716397 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:57.856995 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:58.707710 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:58.707828 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
[Tue Feb 16 17:51:58.707919 2016] [:error] [pid 23392] [client 127.0.0.1:53509] XDebug could not open the remote debug file '/tmp/xdebug.log'., referer: http://wizerd.loc/?SearchForm%5Bzip%5D=35206&SearchForm%5Bsearch%5D=deep&search-button=
